Date,Location ISO Code,Location,New Cases,New Deaths,New Recovered,New Active Cases,Total Cases,Total Deaths,Total Recovered,Total Active Cases,Location Level,City or Regency,Province,Country,Continent,Island,Time Zone,Special Status,Total Regencies,Total Cities,Total Districts,Total Urban Villages,Total Rural Villages,Area (km2),Population,Population Density,Longitude,Latitude,New Cases per Million,Total Cases per Million,New Deaths per Million,Total Deaths per Million,Case Fatality Rate,Case Recovered Rate,Growth Factor of New Cases,Growth Factor of New Deaths
4/22/2020,ID-SS,Sumatera Selatan,0,0,0,0,89,3,4,82,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,0.00,10.83,0.00,0.37,3.37%,4.49%,1.00,1.00
4/22/2020,ID-SU,Sumatera Utara,9,0,7,2,93,10,21,62,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,0.61,6.25,0.00,0.67,10.75%,22.58%,9.00,1.00
4/23/2020,ID-AC,Aceh,0,1,0,-1,7,1,3,3,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,0.00,1.33,0.19,0.19,14.29%,42.86%,1.00,
4/23/2020,ID-BA,Bali,15,0,8,7,167,4,56,107,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,3.56,39.61,0.00,0.95,2.40%,33.53%,7.50,0.00
4/23/2020,ID-BT,Banten,3,0,0,3,336,35,29,272,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,0.28,31.34,0.00,3.26,10.42%,8.63%,3.00,1.00
4/23/2020,ID-BE,Bengkulu,0,0,0,0,8,1,1,6,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627,0.00,4.00,0.00,0.50,12.50%,12.50%,1.00,1.00
4/23/2020,ID-JK,DKI Jakarta,122,0,4,118,3350,305,315,2730,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,11.25,308.87,0.00,28.12,9.10%,9.40%,1.13,0.00
4/23/2020,ID-YO,Daerah Istimewa Yogyakarta,1,0,1,0,76,7,37,32,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,0.28,20.93,0.00,1.93,9.21%,48.68%,0.33,1.00
4/23/2020,ID-GO,Gorontalo,0,0,0,0,7,1,0,6,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1,77,72,657,11257,1180651,104.88,122.3760581,0.687002604,0.00,5.93,0.00,0.85,14.29%,0.00%,1.00,1.00
4/23/2020,IDN,Indonesia,357,12,47,298,7775,647,960,6168,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,1.35,29.32,0.05,2.44,8.32%,12.35%,1.26,0.63
4/23/2020,ID-JA,Jambi,1,0,0,1,14,0,2,12,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,0.29,4.01,0.00,0.00,0.00%,14.29%,,1.00
4/23/2020,ID-JB,Jawa Barat,27,3,9,15,882,81,104,697,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,0.60,19.53,0.07,1.79,9.18%,11.79%,3.38,1.00
4/23/2020,ID-JT,Jawa Tengah,59,1,4,54,538,52,79,407,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,1.62,14.79,0.03,1.43,9.67%,14.68%,1.97,1.00
4/23/2020,ID-JI,Jawa Timur,25,2,11,12,661,60,112,489,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,0.62,16.33,0.05,1.48,9.08%,16.94%,0.74,
4/23/2020,ID-KB,Kalimantan Barat,19,0,0,19,50,3,8,39,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,3.50,9.22,0.00,0.55,6.00%,16.00%,4.75,1.00
4/23/2020,ID-KS,Kalimantan Selatan,7,1,0,6,114,8,15,91,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979,1.74,28.34,0.25,1.99,7.02%,13.16%,0.70,
4/23/2020,ID-KT,Kalimantan Tengah,1,0,0,1,83,6,47,30,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,0.39,32.29,0.00,2.33,7.23%,56.63%,0.07,1.00
4/23/2020,ID-KI,Kalimantan Timur,5,0,0,5,74,1,14,59,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,1.41,20.83,0.00,0.28,1.35%,18.92%,5.00,1.00
4/23/2020,ID-KU,Kalimantan Utara,0,0,0,0,77,1,2,74,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,0.00,118.75,0.00,1.54,1.30%,2.60%,1.00,1.00
4/23/2020,ID-BB,Kepulauan Bangka Belitung,1,0,0,1,9,1,2,6,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,0.72,6.52,0.00,0.72,11.11%,22.22%,,1.00
4/23/2020,ID-KR,Kepulauan Riau,2,0,0,2,83,8,11,64,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,1.04,43.02,0.00,4.15,9.64%,13.25%,,1.00
4/23/2020,ID-LA,Lampung,11,0,0,11,38,5,13,20,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.70,105.0214366,-4.916792975,1.21,4.18,0.00,0.55,13.16%,34.21%,,1.00
4/23/2020,ID-MA,Maluku,0,0,0,0,17,0,10,7,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,0.00,9.20,0.00,0.00,0.00%,58.82%,1.00,1.00
4/23/2020,ID-MU,Maluku Utara,2,0,0,2,14,0,2,12,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,1.53,10.70,0.00,0.00,0.00%,14.29%,0.25,1.00
4/23/2020,ID-NB,Nusa Tenggara Barat,7,0,2,5,115,4,13,98,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2,117,145,995,18572,5270247,283.77,117.5086257,-8.606998866,1.33,21.82,0.00,0.76,3.48%,11.30%,0.47,1.00
4/23/2020,ID-NT,Nusa Tenggara Timur,0,0,0,0,1,0,1,0,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1,309,327,3026,48718,5411321,111.07,121.592271,-8.682205,0.00,0.18,0.00,0.00,0.00%,100.00%,1.00,1.00
4/23/2020,ID-PA,Papua,7,0,0,7,130,6,32,92,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.60,138.69603,-4.66620953,1.61,29.95,0.00,1.38,4.62%,24.62%,1.40,1.00
4/23/2020,ID-PB,Papua Barat,5,0,0,5,13,1,0,12,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,4.38,11.40,0.00,0.88,7.69%,0.00%,5.00,1.00
4/23/2020,ID-RI,Riau,1,0,3,-2,36,6,13,17,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.80,101.8051092,0.511647851,0.16,5.93,0.00,0.99,16.67%,36.11%,,1.00
4/23/2020,ID-SR,Sulawesi Barat,0,0,0,0,8,1,8,-1,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73,575,16787,1559984,92.93,119.3450194,-2.461746053,0.00,5.13,0.00,0.64,12.50%,100.00%,0.00,1.00
4/23/2020,ID-SN,Sulawesi Selatan,10,0,5,5,397,34,80,283,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,1.06,42.11,0.00,3.61,8.56%,20.15%,0.77,1.00
4/23/2020,ID-ST,Sulawesi Tengah,0,0,0,0,29,3,3,23,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,0.00,9.81,0.00,1.02,10.34%,10.34%,0.00,1.00
4/23/2020,ID-SG,Sulawesi Tenggara,0,0,0,0,36,2,4,30,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,0.00,13.66,0.00,0.76,5.56%,11.11%,1.00,1.00
4/23/2020,ID-SA,Sulawesi Utara,11,0,2,9,31,3,7,21,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,4.16,11.73,0.00,1.14,9.68%,22.58%,,1.00
4/23/2020,ID-SB,Sumatera Barat,5,0,3,2,86,9,16,61,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225,0.91,15.58,0.00,1.63,10.47%,18.60%,1.00,0.00
4/23/2020,ID-SS,Sumatera Selatan,4,0,1,3,93,3,5,85,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,0.49,11.32,0.00,0.37,3.23%,5.38%,,1.00
4/23/2020,ID-SU,Sumatera Utara,2,1,0,1,95,11,21,63,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,0.13,6.39,0.07,0.74,11.58%,22.11%,0.22,
4/24/2020,ID-AC,Aceh,1,0,0,1,8,1,3,4,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5,289,,6497,57956,5247257,90.54,96.91052174,4.225614628,0.19,1.52,0.00,0.19,12.50%,37.50%,,0.00
4/24/2020,ID-BA,Bali,10,0,2,8,177,4,58,115,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,2.37,41.98,0.00,0.95,2.26%,32.77%,0.67,1.00
4/24/2020,ID-BT,Banten,23,4,4,15,359,39,33,287,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,2.15,33.48,0.37,3.64,10.86%,9.19%,7.67,
4/24/2020,ID-BE,Bengkulu,0,0,0,0,8,1,1,6,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627,0.00,4.00,0.00,0.50,12.50%,12.50%,1.00,1.00
4/24/2020,ID-JK,DKI Jakarta,78,0,1,77,3428,305,316,2807,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,7.19,316.06,0.00,28.12,8.90%,9.22%,0.64,1.00
4/24/2020,ID-YO,Daerah Istimewa Yogyakarta,1,0,0,1,77,7,37,33,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.90,110.4448783,-7.89450185,0.28,21.21,0.00,1.93,9.09%,48.05%,1.00,1.00
4/24/2020,ID-GO,Gorontalo,5,0,0,5,12,1,0,11,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1,77,72,657,11257,1180651,104.88,122.3760581,0.687002604,4.23,10.16,0.00,0.85,8.33%,0.00%,,1.00
4/24/2020,IDN,Indonesia,436,42,42,352,8211,689,1002,6520,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,1.64,30.96,0.16,2.60,8.39%,12.20%,1.22,3.50
4/24/2020,ID-JA,Jambi,4,0,0,4,18,0,2,16,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,1.15,5.15,0.00,0.00,0.00%,11.11%,4.00,1.00
4/24/2020,ID-JB,Jawa Barat,74,2,3,69,956,83,107,766,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,1.64,21.17,0.04,1.84,8.68%,11.19%,2.74,0.67
4/24/2020,ID-JT,Jawa Tengah,37,3,1,33,575,55,80,440,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,1.02,15.81,0.08,1.51,9.57%,13.91%,0.63,3.00
4/24/2020,ID-JI,Jawa Timur,28,7,16,5,689,67,128,494,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,0.69,17.02,0.17,1.66,9.72%,18.58%,1.12,3.50
4/24/2020,ID-KB,Kalimantan Barat,0,0,0,0,50,3,8,39,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,0.00,9.22,0.00,0.55,6.00%,16.00%,0.00,1.00
4/24/2020,ID-KS,Kalimantan Selatan,18,0,0,18,132,8,15,109,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979,4.47,32.81,0.00,1.99,6.06%,11.36%,2.57,0.00
4/24/2020,ID-KT,Kalimantan Tengah,11,0,0,11,94,6,47,41,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,4.28,36.57,0.00,2.33,6.38%,50.00%,11.00,1.00
4/24/2020,ID-KI,Kalimantan Timur,11,0,2,9,85,1,16,68,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,3.10,23.93,0.00,0.28,1.18%,18.82%,2.20,1.00
4/24/2020,ID-KU,Kalimantan Utara,0,0,0,0,77,1,2,74,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,0.00,118.75,0.00,1.54,1.30%,2.60%,1.00,1.00
4/24/2020,ID-BB,Kepulauan Bangka Belitung,0,0,0,0,9,1,2,6,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,0.00,6.52,0.00,0.72,11.11%,22.22%,0.00,1.00
4/24/2020,ID-KR,Kepulauan Riau,0,0,0,0,83,8,11,64,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,0.00,43.02,0.00,4.15,9.64%,13.25%,0.00,1.00
4/24/2020,ID-LA,Lampung,0,0,0,0,38,5,13,20,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.70,105.0214366,-4.916792975,0.00,4.18,0.00,0.55,13.16%,34.21%,0.00,1.00
4/24/2020,ID-MA,Maluku,0,0,1,-1,17,0,11,6,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,0.00,9.20,0.00,0.00,0.00%,64.71%,1.00,1.00
4/24/2020,ID-MU,Maluku Utara,0,0,0,0,14,0,2,12,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,0.00,10.70,0.00,0.00,0.00%,14.29%,0.00,1.00
4/24/2020,ID-NB,Nusa Tenggara Barat,38,0,2,36,153,4,15,134,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2,117,145,995,18572,5270247,283.77,117.5086257,-8.606998866,7.21,29.03,0.00,0.76,2.61%,9.80%,5.43,1.00
4/24/2020,ID-NT,Nusa Tenggara Timur,0,0,1,-1,1,0,2,-1,Province,,Nusa Tenggara Timur,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,21,1,309,327,3026,48718,5411321,111.07,121.592271,-8.682205,0.00,0.18,0.00,0.00,0.00%,200.00%,1.00,1.00
4/24/2020,ID-PA,Papua,6,0,0,6,136,6,32,98,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.60,138.69603,-4.66620953,1.38,31.33,0.00,1.38,4.41%,23.53%,0.86,1.00
4/24/2020,ID-PB,Papua Barat,2,0,0,2,15,1,0,14,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,1.75,13.15,0.00,0.88,6.67%,0.00%,0.40,1.00
4/24/2020,ID-RI,Riau,0,0,1,-1,36,6,14,16,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.80,101.8051092,0.511647851,0.00,5.93,0.00,0.99,16.67%,38.89%,0.00,1.00
4/24/2020,ID-SR,Sulawesi Barat,25,0,0,25,33,1,8,24,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73,575,16787,1559984,92.93,119.3450194,-2.461746053,16.03,21.15,0.00,0.64,3.03%,24.24%,,1.00
4/24/2020,ID-SN,Sulawesi Selatan,22,0,1,21,419,34,81,304,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,2.33,44.45,0.00,3.61,8.11%,19.33%,2.20,1.00
4/24/2020,ID-ST,Sulawesi Tengah,3,0,0,3,32,3,3,26,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,1.02,10.83,0.00,1.02,9.38%,9.38%,,1.00
4/24/2020,ID-SG,Sulawesi Tenggara,5,0,1,4,41,2,5,34,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,1.90,15.56,0.00,0.76,4.88%,12.20%,,1.00
4/24/2020,ID-SA,Sulawesi Utara,5,0,0,5,36,3,7,26,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,1.89,13.63,0.00,1.14,8.33%,19.44%,0.45,1.00
4/24/2020,ID-SB,Sumatera Barat,10,1,1,8,96,10,17,69,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225,1.81,17.39,0.18,1.81,10.42%,17.71%,2.00,
4/24/2020,ID-SS,Sumatera Selatan,13,0,2,11,106,3,7,96,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,1.58,12.90,0.00,0.37,2.83%,6.60%,3.25,1.00
